timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2022-05-10 08:14:54,0,MultiRocket_100000,100000,S18,0.6592592592592592,5.500640900000008,0.13333333333333333,0.16159319999997024,0.48846520000000737,19.825366700000018,5.914617000000021,0.08433549999995194,0.019977299999993647,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
