timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2022-05-29 13:06:29,0,MultiRocket_300000,300000,S09,1.0,5.710506000000009,0.5185185185185185,0.21299390000001495,0.555977299999995,10.323494099999976,2.627088900000018,0.017917899999986275,0.004077700000010509,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
