timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2022-05-30 06:27:16,0,MultiRocket_300000,300000,S18,0.8222222222222222,16.43085710000014,0.3851851851851852,0.6219234000000142,0.765274399999953,55.59824739999999,13.298384500000111,0.06660779999992883,0.02173470000002453,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
