timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2022-06-07 05:56:59,0,MultiRocket_300000,300000,S24,1.0,2.0762841999994635,0.11851851851851852,0.17545700000027864,0.576781700000538,9.403202299999975,4.807452600000033,0.05051660000026459,0.01956160000008822,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
