timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2021-12-14 12:13:29,0,MultiRocket_400000,400000,S18,0.912962962962963,13.689998400001059,0.1259259259259259,0.46018760000151815,3.822367500000837,277.79487139999765,69.44860770000014,0.25523270000121556,0.08248549999916577,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
