timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2022-06-07 04:31:49,0,MultiRocket_300000,300000,S24,1.0,16.200818400000003,0.5611111111111111,0.2731507999999394,0.4357916999999816,22.275819700000056,3.2649195999999847,0.11225369999999657,0.02300189999994018,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
