timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,machine,processor,physical_cores,logical_cores,max_freq,min_freq,memory
2021-12-14 11:25:59,0,MultiRocket_400000,400000,S02,1.0,15.384763899997779,0.3434343434343434,0.5100738999972236,1.8569921999987855,135.33543040000222,33.81013350000285,0.13745460000063758,0.0528124000011303,DESKTOP-NQQOTLN,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",4,8,4001.0,0.0,69.0
